ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	1.2	1.0	0.375     	27	10	237	9	7	2	0.75	0.96	0.933	0.71	0.73	0.75	0.74	0.27	0.71
8.0_64.0	1.3	0.7	0.375     	28	17	230	8	7	1	0.778	0.931	0.912	0.709	0.622	0.778	0.691	0.378	0.709
8.0_64.0	1.3	0.8	0.375     	28	17	230	8	7	1	0.778	0.931	0.912	0.709	0.622	0.778	0.691	0.378	0.709
8.0_64.0	1.4	1.0	0.375     	28	17	230	8	7	1	0.778	0.931	0.912	0.709	0.622	0.778	0.691	0.378	0.709
4.0_64.0	0.9	0.0	0.7_0.75  	53	27	257	13	9	4	0.803	0.905	0.886	0.708	0.662	0.803	0.726	0.338	0.708
4.0_64.0	1.0	0.1	0.7_0.75  	53	27	257	13	9	4	0.803	0.905	0.886	0.708	0.662	0.803	0.726	0.338	0.708
4.0_64.0	1.0	0.2	0.7_0.75  	53	27	257	13	9	4	0.803	0.905	0.886	0.708	0.662	0.803	0.726	0.338	0.708
4.0_64.0	1.1	0.5	0.7_0.75  	53	27	257	13	9	4	0.803	0.905	0.886	0.708	0.662	0.803	0.726	0.338	0.708
4.0_64.0	1.2	0.8	0.7_0.75  	53	27	257	13	9	4	0.803	0.905	0.886	0.708	0.662	0.803	0.726	0.338	0.708
8.0_64.0	0.8	0.7	0.7_0.75  	34	10	144	10	6	4	0.773	0.935	0.899	0.708	0.773	0.773	0.773	0.227	0.708
8.0_64.0	0.9	0.0	0.7_0.75  	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321	0.708
8.0_64.0	0.9	1.0	0.7_0.75  	34	10	144	10	6	4	0.773	0.935	0.899	0.708	0.773	0.773	0.773	0.227	0.708
8.0_64.0	1.0	0.1	0.7_0.75  	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321	0.708
8.0_64.0	1.0	0.2	0.7_0.75  	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321	0.708
8.0_64.0	1.0	0.3	0.7_0.75  	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321	0.708
8.0_64.0	1.1	0.5	0.7_0.75  	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321	0.708
8.0_64.0	1.1	0.6	0.7_0.75  	36	17	137	8	6	2	0.818	0.89	0.874	0.708	0.679	0.818	0.742	0.321	0.708
8.0_64.0	1.2	0.1	0.5       	46	79	368	6	6	0	0.885	0.823	0.83	0.708	0.368	0.885	0.52	0.632	0.708
4.0_64.0	0.9	0.2	0.7_0.75  	52	23	261	14	9	5	0.788	0.919	0.894	0.707	0.693	0.788	0.737	0.307	0.707
4.0_64.0	1.1	0.7	0.7_0.75  	52	23	261	14	9	5	0.788	0.919	0.894	0.707	0.693	0.788	0.737	0.307	0.707
4.0_64.0	1.2	1.0	0.7_0.75  	52	23	261	14	9	5	0.788	0.919	0.894	0.707	0.693	0.788	0.737	0.307	0.707
8.0_64.0	1.5	0.8	0.5       	46	80	367	6	6	0	0.885	0.821	0.828	0.706	0.365	0.885	0.517	0.635	0.706
8.0_64.0	1.1	0.6	0.375     	27	11	236	9	7	2	0.75	0.955	0.929	0.705	0.711	0.75	0.73	0.289	0.705
8.0_64.0	1.1	0.7	0.375     	27	11	236	9	7	2	0.75	0.955	0.929	0.705	0.711	0.75	0.73	0.289	0.705
8.0_64.0	1.2	0.2	0.7_0.75  	37	21	133	7	6	1	0.841	0.864	0.859	0.705	0.638	0.841	0.726	0.362	0.705
8.0_64.0	1.2	0.4	0.375     	28	18	229	8	7	1	0.778	0.927	0.908	0.705	0.609	0.778	0.683	0.391	0.705
8.0_64.0	1.2	0.9	0.375     	27	11	236	9	7	2	0.75	0.955	0.929	0.705	0.711	0.75	0.73	0.289	0.705
4.0_64.0	0.7	0.1	0.5       	58	33	789	20	11	9	0.744	0.96	0.941	0.704	0.637	0.744	0.686	0.363	0.704
4.0_64.0	0.7	0.2	0.5       	58	33	789	20	11	9	0.744	0.96	0.941	0.704	0.637	0.744	0.686	0.363	0.704
4.0_64.0	0.8	0.4	0.5       	58	33	789	20	11	9	0.744	0.96	0.941	0.704	0.637	0.744	0.686	0.363	0.704
4.0_64.0	0.8	0.5	0.5       	58	33	789	20	11	9	0.744	0.96	0.941	0.704	0.637	0.744	0.686	0.363	0.704
4.0_64.0	1.1	0.3	0.7_0.75  	53	28	256	13	9	4	0.803	0.901	0.883	0.704	0.654	0.803	0.721	0.346	0.704
4.0_64.0	1.1	0.4	0.7_0.75  	53	28	256	13	9	4	0.803	0.901	0.883	0.704	0.654	0.803	0.721	0.346	0.704
4.0_64.0	1.2	0.7	0.7_0.75  	53	28	256	13	9	4	0.803	0.901	0.883	0.704	0.654	0.803	0.721	0.346	0.704
8.0_64.0	0.8	0.0	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	0.9	0.3	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	0.9	0.4	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	0.9	0.5	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	1.0	0.5	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	1.0	0.6	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	1.0	0.7	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	1.1	0.8	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
8.0_64.0	1.1	0.9	0.7_0.75  	35	14	140	9	6	3	0.795	0.909	0.884	0.704	0.714	0.795	0.752	0.286	0.704
4.0_64.0	1.1	0.0	0.7_0.75  	55	37	247	11	9	2	0.833	0.87	0.863	0.703	0.598	0.833	0.696	0.402	0.703
4.0_64.0	0.8	0.7	0.7_0.75  	50	16	268	16	9	7	0.758	0.944	0.909	0.702	0.758	0.758	0.758	0.242	0.702
4.0_64.0	1.5	1.0	0.5       	66	118	704	12	11	1	0.846	0.856	0.856	0.702	0.359	0.846	0.504	0.641	0.702
8.0_64.0	0.8	0.1	0.375     	26	5	242	10	7	3	0.722	0.98	0.947	0.702	0.839	0.722	0.776	0.161	0.702
8.0_64.0	0.9	0.4	0.375     	26	5	242	10	7	3	0.722	0.98	0.947	0.702	0.839	0.722	0.776	0.161	0.702
8.0_64.0	1.5	1.0	0.7_0.75  	38	25	129	6	6	0	0.864	0.838	0.843	0.702	0.603	0.864	0.71	0.397	0.702
8.0_64.0	1.0	0.0	0.7_0.75  	36	18	136	8	6	2	0.818	0.883	0.869	0.701	0.667	0.818	0.735	0.333	0.701
8.0_64.0	1.1	0.3	0.7_0.75  	36	18	136	8	6	2	0.818	0.883	0.869	0.701	0.667	0.818	0.735	0.333	0.701
8.0_64.0	1.1	0.4	0.7_0.75  	36	18	136	8	6	2	0.818	0.883	0.869	0.701	0.667	0.818	0.735	0.333	0.701
8.0_64.0	1.2	0.7	0.7_0.75  	36	18	136	8	6	2	0.818	0.883	0.869	0.701	0.667	0.818	0.735	0.333	0.701
8.0_64.0	1.2	0.8	0.7_0.75  	36	18	136	8	6	2	0.818	0.883	0.869	0.701	0.667	0.818	0.735	0.333	0.701
8.0_64.0	1.3	0.6	0.375     	28	19	228	8	7	1	0.778	0.923	0.905	0.701	0.596	0.778	0.675	0.404	0.701
8.0_64.0	1.4	0.9	0.375     	28	19	228	8	7	1	0.778	0.923	0.905	0.701	0.596	0.778	0.675	0.404	0.701
4.0_64.0	0.9	0.1	0.7_0.75  	52	25	259	14	9	5	0.788	0.912	0.889	0.7	0.675	0.788	0.727	0.325	0.7
4.0_64.0	1.0	0.4	0.7_0.75  	52	25	259	14	9	5	0.788	0.912	0.889	0.7	0.675	0.788	0.727	0.325	0.7
4.0_64.0	1.0	0.4	1.0       	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
4.0_64.0	1.0	0.5	1.0       	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
4.0_64.0	1.1	0.7	1.0       	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
4.0_64.0	1.1	0.8	1.0       	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
4.0_64.0	1.1	0.9	1.0       	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
4.0_64.0	1.2	1.0	1.0       	55	22	144	11	9	2	0.833	0.867	0.858	0.7	0.714	0.833	0.769	0.286	0.7
4.0_64.0	1.3	0.4	0.7_0.75  	56	42	242	10	9	1	0.848	0.852	0.851	0.7	0.571	0.848	0.682	0.429	0.7
4.0_64.0	1.0	0.8	0.7_0.75  	51	21	263	15	9	6	0.773	0.926	0.897	0.699	0.708	0.773	0.739	0.292	0.699
4.0_64.0	1.0	0.9	0.7_0.75  	51	21	263	15	9	6	0.773	0.926	0.897	0.699	0.708	0.773	0.739	0.292	0.699
4.0_64.0	1.0	1.0	0.7_0.75  	51	21	263	15	9	6	0.773	0.926	0.897	0.699	0.708	0.773	0.739	0.292	0.699
4.0_64.0	1.2	0.2	0.7_0.75  	55	38	246	11	9	2	0.833	0.866	0.86	0.699	0.591	0.833	0.691	0.409	0.699
8.0_64.0	0.8	0.0	0.375     	26	6	241	10	7	3	0.722	0.976	0.943	0.698	0.812	0.722	0.764	0.188	0.698
8.0_64.0	0.9	0.2	0.7_0.75  	35	15	139	9	6	3	0.795	0.903	0.879	0.698	0.7	0.795	0.744	0.3	0.698
8.0_64.0	0.9	0.3	0.375     	26	6	241	10	7	3	0.722	0.976	0.943	0.698	0.812	0.722	0.764	0.188	0.698
8.0_64.0	1.1	0.7	0.7_0.75  	35	15	139	9	6	3	0.795	0.903	0.879	0.698	0.7	0.795	0.744	0.3	0.698
8.0_64.0	1.2	1.0	0.7_0.75  	35	15	139	9	6	3	0.795	0.903	0.879	0.698	0.7	0.795	0.744	0.3	0.698
4.0_64.0	1.1	0.0	0.5       	64	102	720	14	11	3	0.821	0.876	0.871	0.697	0.386	0.821	0.525	0.614	0.697
4.0_64.0	1.3	0.5	0.5       	64	102	720	14	11	3	0.821	0.876	0.871	0.697	0.386	0.821	0.525	0.614	0.697
8.0_64.0	1.3	0.3	0.5       	46	84	363	6	6	0	0.885	0.812	0.82	0.697	0.354	0.885	0.506	0.646	0.697
4.0_64.0	0.8	0.0	0.7_0.75  	51	22	262	15	9	6	0.773	0.923	0.894	0.696	0.699	0.773	0.734	0.301	0.696
4.0_64.0	0.9	0.3	0.7_0.75  	51	22	262	15	9	6	0.773	0.923	0.894	0.696	0.699	0.773	0.734	0.301	0.696
4.0_64.0	0.9	0.4	0.7_0.75  	51	22	262	15	9	6	0.773	0.923	0.894	0.696	0.699	0.773	0.734	0.301	0.696
4.0_64.0	0.9	0.5	0.7_0.75  	51	22	262	15	9	6	0.773	0.923	0.894	0.696	0.699	0.773	0.734	0.301	0.696
8.0_64.0	0.8	0.6	0.7_0.75  	34	12	142	10	6	4	0.773	0.922	0.889	0.695	0.739	0.773	0.756	0.261	0.695
8.0_64.0	0.9	0.9	0.7_0.75  	34	12	142	10	6	4	0.773	0.922	0.889	0.695	0.739	0.773	0.756	0.261	0.695
8.0_64.0	1.1	0.2	0.7_0.75  	36	19	135	8	6	2	0.818	0.877	0.864	0.695	0.655	0.818	0.727	0.345	0.695
8.0_64.0	1.4	0.7	0.7_0.75  	38	26	128	6	6	0	0.864	0.831	0.838	0.695	0.594	0.864	0.704	0.406	0.695
8.0_64.0	1.5	0.9	0.7_0.75  	38	26	128	6	6	0	0.864	0.831	0.838	0.695	0.594	0.864	0.704	0.406	0.695
4.0_64.0	0.9	0.0	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
4.0_64.0	1.0	0.2	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
4.0_64.0	1.0	0.3	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
4.0_64.0	1.1	0.5	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
4.0_64.0	1.1	0.6	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
4.0_64.0	1.2	0.8	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
4.0_64.0	1.2	0.9	1.0       	55	23	143	11	9	2	0.833	0.861	0.853	0.694	0.705	0.833	0.764	0.295	0.694
8.0_64.0	0.5	0.0	0.5       	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309	0.693
8.0_64.0	0.6	0.3	0.5       	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309	0.693
8.0_64.0	0.7	0.6	0.5       	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309	0.693
8.0_64.0	0.7	0.7	0.5       	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309	0.693
8.0_64.0	0.8	0.9	0.5       	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309	0.693
8.0_64.0	0.8	1.0	0.5       	38	17	430	14	6	8	0.731	0.962	0.938	0.693	0.691	0.731	0.71	0.309	0.693
8.0_64.0	1.0	0.2	0.375     	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341	0.693
8.0_64.0	1.1	0.4	0.375     	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341	0.693
8.0_64.0	1.1	0.5	0.375     	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341	0.693
8.0_64.0	1.2	0.7	0.375     	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341	0.693
8.0_64.0	1.2	0.8	0.375     	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341	0.693
8.0_64.0	1.3	1.0	0.375     	27	14	233	9	7	2	0.75	0.943	0.919	0.693	0.659	0.75	0.702	0.341	0.693
8.0_64.0	1.4	0.5	0.5       	46	86	361	6	6	0	0.885	0.808	0.816	0.693	0.348	0.885	0.5	0.652	0.693
4.0_64.0	0.6	0.0	0.5       	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36	0.692
4.0_64.0	0.7	0.4	0.5       	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36	0.692
4.0_64.0	0.8	0.6	0.5       	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36	0.692
4.0_64.0	0.8	0.7	0.5       	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36	0.692
4.0_64.0	0.9	0.9	0.5       	57	32	790	21	11	10	0.731	0.961	0.941	0.692	0.64	0.731	0.682	0.36	0.692
8.0_64.0	0.7	0.6	0.7_0.75  	33	9	145	11	6	5	0.75	0.942	0.899	0.692	0.786	0.75	0.768	0.214	0.692
8.0_64.0	0.8	0.9	0.7_0.75  	33	9	145	11	6	5	0.75	0.942	0.899	0.692	0.786	0.75	0.768	0.214	0.692
8.0_64.0	1.1	0.0	0.7_0.75  	37	23	131	7	6	1	0.841	0.851	0.848	0.692	0.617	0.841	0.712	0.383	0.692
4.0_64.0	0.7	0.3	0.5       	57	33	789	21	11	10	0.731	0.96	0.94	0.691	0.633	0.731	0.678	0.367	0.691
4.0_64.0	0.8	0.6	0.7_0.75  	50	19	265	16	9	7	0.758	0.933	0.9	0.691	0.725	0.758	0.741	0.275	0.691
4.0_64.0	0.9	0.9	0.7_0.75  	50	19	265	16	9	7	0.758	0.933	0.9	0.691	0.725	0.758	0.741	0.275	0.691
8.0_64.0	0.9	0.1	0.7_0.75  	35	16	138	9	6	3	0.795	0.896	0.874	0.691	0.686	0.795	0.736	0.314	0.691
8.0_64.0	1.0	0.4	0.7_0.75  	35	16	138	9	6	3	0.795	0.896	0.874	0.691	0.686	0.795	0.736	0.314	0.691
4.0_64.0	1.5	1.0	0.7_0.75  	56	45	239	10	9	1	0.848	0.842	0.843	0.69	0.554	0.848	0.67	0.446	0.69
8.0_64.0	0.6	0.1	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.6	0.2	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.6	0.3	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.7	0.4	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.7	0.5	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.7	0.6	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.8	0.7	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.8	0.8	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	0.9	1.0	0.375     	25	1	246	11	7	4	0.694	0.996	0.958	0.69	0.962	0.694	0.806	0.038	0.69
8.0_64.0	1.2	0.0	0.5       	46	87	360	6	6	0	0.885	0.805	0.814	0.69	0.346	0.885	0.497	0.654	0.69
8.0_64.0	0.7	0.1	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	0.7	0.2	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	0.8	0.4	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	0.8	0.5	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	0.9	0.6	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	0.9	0.7	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	0.9	0.8	0.7_0.75  	34	13	141	10	6	4	0.773	0.916	0.884	0.689	0.723	0.773	0.747	0.277	0.689
8.0_64.0	1.0	0.0	0.375     	27	15	232	9	7	2	0.75	0.939	0.915	0.689	0.643	0.75	0.692	0.357	0.689
8.0_64.0	1.0	0.1	0.375     	27	15	232	9	7	2	0.75	0.939	0.915	0.689	0.643	0.75	0.692	0.357	0.689
8.0_64.0	1.1	0.2	0.375     	27	15	232	9	7	2	0.75	0.939	0.915	0.689	0.643	0.75	0.692	0.357	0.689
8.0_64.0	1.1	0.3	0.375     	27	15	232	9	7	2	0.75	0.939	0.915	0.689	0.643	0.75	0.692	0.357	0.689
8.0_64.0	1.2	0.3	0.375     	28	22	225	8	7	1	0.778	0.911	0.894	0.689	0.56	0.778	0.651	0.44	0.689
8.0_64.0	1.2	0.5	0.375     	27	15	232	9	7	2	0.75	0.939	0.915	0.689	0.643	0.75	0.692	0.357	0.689
8.0_64.0	1.2	0.6	0.375     	27	15	232	9	7	2	0.75	0.939	0.915	0.689	0.643	0.75	0.692	0.357	0.689
8.0_64.0	1.4	0.6	0.7_0.75  	38	27	127	6	6	0	0.864	0.825	0.833	0.689	0.585	0.864	0.698	0.415	0.689
4.0_64.0	0.7	0.1	0.7_0.75  	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286	0.688
4.0_64.0	0.7	0.2	0.7_0.75  	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286	0.688
4.0_64.0	0.8	0.4	0.7_0.75  	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286	0.688
4.0_64.0	0.8	0.5	0.7_0.75  	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286	0.688
4.0_64.0	0.9	0.7	0.7_0.75  	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286	0.688
4.0_64.0	0.9	0.8	0.7_0.75  	50	20	264	16	9	7	0.758	0.93	0.897	0.688	0.714	0.758	0.735	0.286	0.688
4.0_64.0	1.1	0.4	1.0       	55	24	142	11	9	2	0.833	0.855	0.849	0.688	0.696	0.833	0.758	0.304	0.688
4.0_64.0	1.2	0.7	1.0       	55	24	142	11	9	2	0.833	0.855	0.849	0.688	0.696	0.833	0.758	0.304	0.688
4.0_64.0	1.3	1.0	1.0       	55	24	142	11	9	2	0.833	0.855	0.849	0.688	0.696	0.833	0.758	0.304	0.688
4.0_64.0	1.4	0.7	0.5       	65	119	703	13	11	2	0.833	0.855	0.853	0.688	0.353	0.833	0.496	0.647	0.688
4.0_64.0	0.7	0.4	0.7_0.75  	49	16	268	17	9	8	0.742	0.944	0.906	0.686	0.754	0.742	0.748	0.246	0.686
4.0_64.0	0.9	1.0	0.7_0.75  	49	16	268	17	9	8	0.742	0.944	0.906	0.686	0.754	0.742	0.748	0.246	0.686
4.0_64.0	1.2	0.2	0.5       	64	111	711	14	11	3	0.821	0.865	0.861	0.686	0.366	0.821	0.506	0.634	0.686
4.0_64.0	1.4	0.7	0.7_0.75  	56	46	238	10	9	1	0.848	0.838	0.84	0.686	0.549	0.848	0.667	0.451	0.686
8.0_64.0	0.8	0.6	0.375     	25	2	245	11	7	4	0.694	0.992	0.954	0.686	0.926	0.694	0.793	0.074	0.686
8.0_64.0	0.9	0.9	0.375     	25	2	245	11	7	4	0.694	0.992	0.954	0.686	0.926	0.694	0.793	0.074	0.686
4.0_64.0	0.8	0.0	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.8	0.1	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.8	0.2	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.8	0.3	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.9	0.1	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.9	0.2	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.9	0.3	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.9	0.4	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.9	0.5	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	0.9	0.6	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	1.0	0.6	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	1.0	0.7	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	1.0	0.8	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	1.0	0.9	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
4.0_64.0	1.1	1.0	1.0       	54	22	144	12	9	3	0.818	0.867	0.853	0.685	0.711	0.818	0.761	0.289	0.685
8.0_64.0	0.6	0.1	0.7_0.75  	33	10	144	11	6	5	0.75	0.935	0.894	0.685	0.767	0.75	0.758	0.233	0.685
8.0_64.0	0.7	0.4	0.7_0.75  	33	10	144	11	6	5	0.75	0.935	0.894	0.685	0.767	0.75	0.758	0.233	0.685
8.0_64.0	0.7	0.5	0.7_0.75  	33	10	144	11	6	5	0.75	0.935	0.894	0.685	0.767	0.75	0.758	0.233	0.685
8.0_64.0	0.8	0.8	0.7_0.75  	33	10	144	11	6	5	0.75	0.935	0.894	0.685	0.767	0.75	0.758	0.233	0.685
8.0_64.0	1.3	0.5	0.375     	28	23	224	8	7	1	0.778	0.907	0.89	0.685	0.549	0.778	0.644	0.451	0.685
4.0_64.0	0.7	0.0	0.7_0.75  	50	21	263	16	9	7	0.758	0.926	0.894	0.684	0.704	0.758	0.73	0.296	0.684
4.0_64.0	0.8	0.3	0.7_0.75  	50	21	263	16	9	7	0.758	0.926	0.894	0.684	0.704	0.758	0.73	0.296	0.684
4.0_64.0	0.9	0.6	0.7_0.75  	50	21	263	16	9	7	0.758	0.926	0.894	0.684	0.704	0.758	0.73	0.296	0.684
4.0_64.0	0.8	0.8	0.5       	56	29	793	22	11	11	0.718	0.965	0.943	0.683	0.659	0.718	0.687	0.341	0.683
4.0_64.0	1.5	0.9	0.7_0.75  	56	47	237	10	9	1	0.848	0.835	0.837	0.683	0.544	0.848	0.663	0.456	0.683
4.0_64.0	1.0	0.0	1.0       	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312	0.682
4.0_64.0	1.0	0.1	1.0       	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312	0.682
4.0_64.0	1.2	0.6	1.0       	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312	0.682
4.0_64.0	1.3	0.8	1.0       	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312	0.682
4.0_64.0	1.3	0.9	1.0       	55	25	141	11	9	2	0.833	0.849	0.845	0.682	0.688	0.833	0.754	0.312	0.682
8.0_64.0	0.7	0.0	0.7_0.75  	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292	0.682
8.0_64.0	0.8	0.1	0.7_0.75  	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292	0.682
8.0_64.0	0.8	0.2	0.7_0.75  	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292	0.682
8.0_64.0	0.8	0.3	0.7_0.75  	34	14	140	10	6	4	0.773	0.909	0.879	0.682	0.708	0.773	0.739	0.292	0.682
4.0_64.0	0.8	0.1	0.7_0.75  	50	22	262	16	9	7	0.758	0.923	0.891	0.681	0.694	0.758	0.725	0.306	0.681
