ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	1.1	0.3	0.5       	45	39	408	7	6	1	0.865	0.913	0.908	0.778	0.536	0.865	0.662	0.464	0.778
8.0_64.0	1.2	0.4	0.5       	46	48	399	6	6	0	0.885	0.893	0.892	0.778	0.489	0.885	0.63	0.511	0.778
8.0_64.0	1.1	0.8	0.5       	43	23	424	9	6	3	0.827	0.949	0.936	0.776	0.652	0.827	0.729	0.348	0.776
8.0_64.0	1.4	0.9	0.5       	46	49	398	6	6	0	0.885	0.89	0.89	0.775	0.484	0.885	0.626	0.516	0.775
8.0_64.0	1.0	0.2	0.5       	44	32	415	8	6	2	0.846	0.928	0.92	0.774	0.579	0.846	0.687	0.421	0.774
8.0_64.0	1.1	0.7	0.5       	43	24	423	9	6	3	0.827	0.946	0.934	0.773	0.642	0.827	0.723	0.358	0.773
8.0_64.0	1.2	1.0	0.5       	43	24	423	9	6	3	0.827	0.946	0.934	0.773	0.642	0.827	0.723	0.358	0.773
8.0_64.0	1.2	0.3	0.5       	46	51	396	6	6	0	0.885	0.886	0.886	0.771	0.474	0.885	0.617	0.526	0.771
8.0_64.0	1.3	0.6	0.5       	46	51	396	6	6	0	0.885	0.886	0.886	0.771	0.474	0.885	0.617	0.526	0.771
8.0_64.0	1.0	0.1	0.5       	44	35	412	8	6	2	0.846	0.922	0.914	0.768	0.557	0.846	0.672	0.443	0.768
8.0_64.0	0.7	0.0	0.5       	42	20	427	10	6	4	0.808	0.955	0.94	0.763	0.677	0.808	0.737	0.323	0.763
8.0_64.0	0.8	0.3	0.5       	42	20	427	10	6	4	0.808	0.955	0.94	0.763	0.677	0.808	0.737	0.323	0.763
8.0_64.0	0.9	0.5	0.5       	42	21	426	10	6	4	0.808	0.953	0.938	0.761	0.667	0.808	0.731	0.333	0.761
8.0_64.0	1.0	0.7	0.5       	42	21	426	10	6	4	0.808	0.953	0.938	0.761	0.667	0.808	0.731	0.333	0.761
8.0_64.0	1.0	0.8	0.5       	42	21	426	10	6	4	0.808	0.953	0.938	0.761	0.667	0.808	0.731	0.333	0.761
8.0_64.0	1.1	0.9	0.5       	42	21	426	10	6	4	0.808	0.953	0.938	0.761	0.667	0.808	0.731	0.333	0.761
8.0_64.0	1.1	1.0	0.5       	42	21	426	10	6	4	0.808	0.953	0.938	0.761	0.667	0.808	0.731	0.333	0.761
8.0_64.0	1.4	0.8	0.5       	46	56	391	6	6	0	0.885	0.875	0.876	0.76	0.451	0.885	0.598	0.549	0.76
8.0_64.0	0.8	0.1	0.5       	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344	0.759
8.0_64.0	0.8	0.2	0.5       	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344	0.759
8.0_64.0	0.9	0.3	0.5       	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344	0.759
8.0_64.0	0.9	0.4	0.5       	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344	0.759
8.0_64.0	1.0	0.5	0.5       	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344	0.759
8.0_64.0	1.0	0.6	0.5       	42	22	425	10	6	4	0.808	0.951	0.936	0.759	0.656	0.808	0.724	0.344	0.759
4.0_64.0	1.2	0.9	0.5       	63	41	781	15	11	4	0.808	0.95	0.938	0.758	0.606	0.808	0.693	0.394	0.758
8.0_64.0	0.9	0.0	0.5       	43	31	416	9	6	3	0.827	0.931	0.92	0.758	0.581	0.827	0.683	0.419	0.758
8.0_64.0	0.8	0.0	0.5       	42	23	424	10	6	4	0.808	0.949	0.934	0.757	0.646	0.808	0.718	0.354	0.757
8.0_64.0	1.3	0.5	0.5       	46	57	390	6	6	0	0.885	0.872	0.874	0.757	0.447	0.885	0.594	0.553	0.757
8.0_64.0	0.9	0.2	0.5       	42	24	423	10	6	4	0.808	0.946	0.932	0.754	0.636	0.808	0.712	0.364	0.754
8.0_64.0	1.0	0.0	0.5       	44	41	406	8	6	2	0.846	0.908	0.902	0.754	0.518	0.846	0.643	0.482	0.754
4.0_64.0	1.2	0.8	0.5       	63	47	775	15	11	4	0.808	0.943	0.931	0.751	0.573	0.808	0.671	0.427	0.751
8.0_64.0	0.9	0.1	0.5       	42	26	421	10	6	4	0.808	0.942	0.928	0.75	0.618	0.808	0.7	0.382	0.75
8.0_64.0	1.0	0.4	0.5       	42	26	421	10	6	4	0.808	0.942	0.928	0.75	0.618	0.808	0.7	0.382	0.75
4.0_64.0	1.3	1.0	0.5       	63	51	771	15	11	4	0.808	0.938	0.927	0.746	0.553	0.808	0.657	0.447	0.746
8.0_64.0	1.1	0.0	0.5       	46	62	385	6	6	0	0.885	0.861	0.864	0.746	0.426	0.885	0.575	0.574	0.746
8.0_64.0	1.5	1.0	0.5       	46	62	385	6	6	0	0.885	0.861	0.864	0.746	0.426	0.885	0.575	0.574	0.746
4.0_64.0	1.2	0.7	0.5       	63	52	770	15	11	4	0.808	0.937	0.926	0.745	0.548	0.808	0.653	0.452	0.745
4.0_64.0	1.1	0.6	0.5       	62	42	780	16	11	5	0.795	0.949	0.936	0.744	0.596	0.795	0.681	0.404	0.744
4.0_64.0	1.3	0.8	0.5       	64	64	758	14	11	3	0.821	0.922	0.913	0.743	0.5	0.821	0.621	0.5	0.743
8.0_64.0	0.7	0.1	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.7	0.2	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.7	0.3	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.7	0.4	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.8	0.4	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.8	0.5	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.8	0.6	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.8	0.7	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.9	0.6	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.9	0.7	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.9	0.8	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	0.9	0.9	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	1.0	0.9	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
8.0_64.0	1.0	1.0	0.5       	41	20	427	11	6	5	0.788	0.955	0.938	0.743	0.672	0.788	0.725	0.328	0.743
4.0_64.0	1.1	0.4	0.5       	63	54	768	15	11	4	0.808	0.934	0.923	0.742	0.538	0.808	0.646	0.462	0.742
8.0_64.0	1.4	0.7	0.5       	46	64	383	6	6	0	0.885	0.857	0.86	0.742	0.418	0.885	0.568	0.582	0.742
4.0_64.0	1.2	0.5	0.5       	64	66	756	14	11	3	0.821	0.92	0.911	0.741	0.492	0.821	0.615	0.508	0.741
8.0_64.0	1.4	0.9	0.7_0.75  	38	19	135	6	6	0	0.864	0.877	0.874	0.741	0.667	0.864	0.753	0.333	0.741
4.0_64.0	1.0	0.3	0.5       	62	45	777	16	11	5	0.795	0.945	0.932	0.74	0.579	0.795	0.67	0.421	0.74
4.0_64.0	1.3	0.9	0.5       	63	56	766	15	11	4	0.808	0.932	0.921	0.74	0.529	0.808	0.639	0.471	0.74
4.0_64.0	1.1	0.2	0.5       	64	68	754	14	11	3	0.821	0.917	0.909	0.738	0.485	0.821	0.61	0.515	0.738
4.0_64.0	1.1	0.8	0.5       	61	37	785	17	11	6	0.782	0.955	0.94	0.737	0.622	0.782	0.693	0.378	0.737
4.0_64.0	1.2	0.6	0.5       	63	58	764	15	11	4	0.808	0.929	0.919	0.737	0.521	0.808	0.634	0.479	0.737
8.0_64.0	1.2	0.2	0.5       	46	66	381	6	6	0	0.885	0.852	0.856	0.737	0.411	0.885	0.561	0.589	0.737
4.0_64.0	1.2	1.0	0.5       	61	38	784	17	11	6	0.782	0.954	0.939	0.736	0.616	0.782	0.689	0.384	0.736
4.0_64.0	1.1	0.5	0.5       	62	49	773	16	11	5	0.795	0.94	0.928	0.735	0.559	0.795	0.656	0.441	0.735
4.0_64.0	1.1	0.7	0.5       	61	39	783	17	11	6	0.782	0.953	0.938	0.735	0.61	0.782	0.685	0.39	0.735
4.0_64.0	1.4	1.0	0.5       	64	71	751	14	11	3	0.821	0.914	0.906	0.735	0.474	0.821	0.601	0.526	0.735
8.0_64.0	1.3	0.5	0.7_0.75  	38	20	134	6	6	0	0.864	0.87	0.869	0.734	0.655	0.864	0.745	0.345	0.734
8.0_64.0	1.4	0.8	0.7_0.75  	38	20	134	6	6	0	0.864	0.87	0.869	0.734	0.655	0.864	0.745	0.345	0.734
4.0_64.0	1.0	0.2	0.5       	62	51	771	16	11	5	0.795	0.938	0.926	0.733	0.549	0.795	0.649	0.451	0.733
4.0_64.0	1.4	0.9	0.5       	65	83	739	13	11	2	0.833	0.899	0.893	0.732	0.439	0.833	0.575	0.561	0.732
4.0_64.0	1.1	0.1	0.7_0.75  	55	29	255	11	9	2	0.833	0.898	0.886	0.731	0.655	0.833	0.733	0.345	0.731
4.0_64.0	1.1	0.3	0.5       	63	63	759	15	11	4	0.808	0.923	0.913	0.731	0.5	0.808	0.618	0.5	0.731
4.0_64.0	1.2	0.5	0.7_0.75  	55	29	255	11	9	2	0.833	0.898	0.886	0.731	0.655	0.833	0.733	0.345	0.731
4.0_64.0	1.3	0.7	0.5       	64	74	748	14	11	3	0.821	0.91	0.902	0.731	0.464	0.821	0.593	0.536	0.731
8.0_64.0	1.0	0.7	0.375     	27	5	242	9	7	2	0.75	0.98	0.951	0.73	0.844	0.75	0.794	0.156	0.73
8.0_64.0	1.1	1.0	0.375     	27	5	242	9	7	2	0.75	0.98	0.951	0.73	0.844	0.75	0.794	0.156	0.73
4.0_64.0	0.8	0.3	0.5       	60	33	789	18	11	7	0.769	0.96	0.943	0.729	0.645	0.769	0.702	0.355	0.729
8.0_64.0	0.8	0.8	0.5       	40	18	429	12	6	6	0.769	0.96	0.94	0.729	0.69	0.769	0.727	0.31	0.729
4.0_64.0	0.9	0.5	0.5       	60	34	788	18	11	7	0.769	0.959	0.942	0.728	0.638	0.769	0.697	0.362	0.728
4.0_64.0	1.0	0.7	0.5       	60	34	788	18	11	7	0.769	0.959	0.942	0.728	0.638	0.769	0.697	0.362	0.728
4.0_64.0	1.0	0.8	0.5       	60	34	788	18	11	7	0.769	0.959	0.942	0.728	0.638	0.769	0.697	0.362	0.728
4.0_64.0	1.1	0.9	0.5       	60	34	788	18	11	7	0.769	0.959	0.942	0.728	0.638	0.769	0.697	0.362	0.728
4.0_64.0	1.1	1.0	0.5       	60	34	788	18	11	7	0.769	0.959	0.942	0.728	0.638	0.769	0.697	0.362	0.728
4.0_64.0	1.1	0.1	0.5       	64	77	745	14	11	3	0.821	0.906	0.899	0.727	0.454	0.821	0.585	0.546	0.727
4.0_64.0	1.2	0.4	0.5       	64	77	745	14	11	3	0.821	0.906	0.899	0.727	0.454	0.821	0.585	0.546	0.727
4.0_64.0	1.2	0.4	0.7_0.75  	55	30	254	11	9	2	0.833	0.894	0.883	0.727	0.647	0.833	0.728	0.353	0.727
4.0_64.0	1.3	0.7	0.7_0.75  	55	30	254	11	9	2	0.833	0.894	0.883	0.727	0.647	0.833	0.728	0.353	0.727
4.0_64.0	1.3	0.8	0.7_0.75  	55	30	254	11	9	2	0.833	0.894	0.883	0.727	0.647	0.833	0.728	0.353	0.727
4.0_64.0	0.8	0.1	0.5       	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368	0.726
4.0_64.0	0.8	0.2	0.5       	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368	0.726
4.0_64.0	0.9	0.3	0.5       	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368	0.726
4.0_64.0	0.9	0.4	0.5       	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368	0.726
4.0_64.0	1.0	0.1	0.5       	62	57	765	16	11	5	0.795	0.931	0.919	0.726	0.521	0.795	0.629	0.479	0.726
4.0_64.0	1.0	0.6	0.5       	60	35	787	18	11	7	0.769	0.957	0.941	0.726	0.632	0.769	0.694	0.368	0.726
8.0_64.0	1.3	0.4	0.5       	46	71	376	6	6	0	0.885	0.841	0.846	0.726	0.393	0.885	0.544	0.607	0.726
4.0_64.0	1.4	0.9	0.7_0.75  	56	35	249	10	9	1	0.848	0.877	0.871	0.725	0.615	0.848	0.713	0.385	0.725
4.0_64.0	0.8	0.0	0.5       	60	37	785	18	11	7	0.769	0.955	0.939	0.724	0.619	0.769	0.686	0.381	0.724
4.0_64.0	0.9	0.0	0.5       	61	48	774	17	11	6	0.782	0.942	0.928	0.724	0.56	0.782	0.653	0.44	0.724
4.0_64.0	1.0	0.5	0.5       	60	37	785	18	11	7	0.769	0.955	0.939	0.724	0.619	0.769	0.686	0.381	0.724
8.0_64.0	0.6	0.0	0.5       	40	20	427	12	6	6	0.769	0.955	0.936	0.724	0.667	0.769	0.714	0.333	0.724
8.0_64.0	0.6	0.1	0.5       	40	20	427	12	6	6	0.769	0.955	0.936	0.724	0.667	0.769	0.714	0.333	0.724
8.0_64.0	0.9	1.0	0.5       	40	20	427	12	6	6	0.769	0.955	0.936	0.724	0.667	0.769	0.714	0.333	0.724
8.0_64.0	1.2	0.6	0.7_0.75  	37	18	136	7	6	1	0.841	0.883	0.874	0.724	0.673	0.841	0.748	0.327	0.724
8.0_64.0	1.3	0.9	0.7_0.75  	37	18	136	7	6	1	0.841	0.883	0.874	0.724	0.673	0.841	0.748	0.327	0.724
8.0_64.0	1.3	1.0	0.7_0.75  	37	18	136	7	6	1	0.841	0.883	0.874	0.724	0.673	0.841	0.748	0.327	0.724
4.0_64.0	1.3	1.0	0.7_0.75  	54	27	257	12	9	3	0.818	0.905	0.889	0.723	0.667	0.818	0.735	0.333	0.723
4.0_64.0	0.9	0.2	0.5       	60	39	783	18	11	7	0.769	0.953	0.937	0.722	0.606	0.769	0.678	0.394	0.722
8.0_64.0	1.0	0.6	0.375     	27	7	240	9	7	2	0.75	0.972	0.943	0.722	0.794	0.75	0.771	0.206	0.722
4.0_64.0	1.3	0.5	0.7_0.75  	56	36	248	10	9	1	0.848	0.873	0.869	0.721	0.609	0.848	0.709	0.391	0.721
4.0_64.0	1.2	0.3	0.7_0.75  	55	32	252	11	9	2	0.833	0.887	0.877	0.72	0.632	0.833	0.719	0.368	0.72
4.0_64.0	1.3	0.6	0.7_0.75  	55	32	252	11	9	2	0.833	0.887	0.877	0.72	0.632	0.833	0.719	0.368	0.72
4.0_64.0	1.4	1.0	0.7_0.75  	55	32	252	11	9	2	0.833	0.887	0.877	0.72	0.632	0.833	0.719	0.368	0.72
4.0_64.0	1.0	0.0	0.7_0.75  	54	28	256	12	9	3	0.818	0.901	0.886	0.719	0.659	0.818	0.73	0.341	0.719
4.0_64.0	1.0	0.4	0.5       	60	41	781	18	11	7	0.769	0.95	0.934	0.719	0.594	0.769	0.67	0.406	0.719
4.0_64.0	1.2	0.6	0.7_0.75  	54	28	256	12	9	3	0.818	0.901	0.886	0.719	0.659	0.818	0.73	0.341	0.719
4.0_64.0	1.3	0.6	0.5       	64	84	738	14	11	3	0.821	0.898	0.891	0.719	0.432	0.821	0.566	0.568	0.719
4.0_64.0	1.3	0.9	0.7_0.75  	54	28	256	12	9	3	0.818	0.901	0.886	0.719	0.659	0.818	0.73	0.341	0.719
8.0_64.0	1.5	0.9	0.5       	46	74	373	6	6	0	0.885	0.834	0.84	0.719	0.383	0.885	0.535	0.617	0.719
4.0_64.0	0.9	0.1	0.5       	60	42	780	18	11	7	0.769	0.949	0.933	0.718	0.588	0.769	0.666	0.412	0.718
4.0_64.0	1.2	0.3	0.5       	64	85	737	14	11	3	0.821	0.897	0.89	0.718	0.43	0.821	0.564	0.57	0.718
8.0_64.0	0.9	0.1	0.375     	27	8	239	9	7	2	0.75	0.968	0.94	0.718	0.771	0.75	0.76	0.229	0.718
8.0_64.0	0.9	0.2	0.375     	27	8	239	9	7	2	0.75	0.968	0.94	0.718	0.771	0.75	0.76	0.229	0.718
8.0_64.0	1.0	0.5	0.375     	27	8	239	9	7	2	0.75	0.968	0.94	0.718	0.771	0.75	0.76	0.229	0.718
8.0_64.0	1.1	0.1	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.1	0.9	0.375     	27	8	239	9	7	2	0.75	0.968	0.94	0.718	0.771	0.75	0.76	0.229	0.718
8.0_64.0	1.2	0.3	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.2	0.4	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.2	0.5	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.3	0.6	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.3	0.7	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.3	0.8	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.4	1.0	0.7_0.75  	37	19	135	7	6	1	0.841	0.877	0.869	0.718	0.661	0.841	0.74	0.339	0.718
8.0_64.0	1.3	0.9	0.375     	28	15	232	8	7	1	0.778	0.939	0.919	0.717	0.651	0.778	0.709	0.349	0.717
4.0_64.0	0.7	0.0	0.5       	59	33	789	19	11	8	0.756	0.96	0.942	0.716	0.641	0.756	0.694	0.359	0.716
4.0_64.0	0.9	0.6	0.5       	59	33	789	19	11	8	0.756	0.96	0.942	0.716	0.641	0.756	0.694	0.359	0.716
4.0_64.0	0.9	0.7	0.5       	59	33	789	19	11	8	0.756	0.96	0.942	0.716	0.641	0.756	0.694	0.359	0.716
4.0_64.0	0.9	0.8	0.5       	59	33	789	19	11	8	0.756	0.96	0.942	0.716	0.641	0.756	0.694	0.359	0.716
4.0_64.0	1.0	0.0	0.5       	62	65	757	16	11	5	0.795	0.921	0.91	0.716	0.488	0.795	0.605	0.512	0.716
4.0_64.0	1.0	0.9	0.5       	59	33	789	19	11	8	0.756	0.96	0.942	0.716	0.641	0.756	0.694	0.359	0.716
4.0_64.0	1.0	1.0	0.5       	59	33	789	19	11	8	0.756	0.96	0.942	0.716	0.641	0.756	0.694	0.359	0.716
4.0_64.0	1.1	0.2	0.7_0.75  	54	29	255	12	9	3	0.818	0.898	0.883	0.716	0.651	0.818	0.725	0.349	0.716
4.0_64.0	1.2	0.9	0.7_0.75  	53	25	259	13	9	4	0.803	0.912	0.891	0.715	0.679	0.803	0.736	0.321	0.715
4.0_64.0	1.4	0.8	0.5       	65	97	725	13	11	2	0.833	0.882	0.878	0.715	0.401	0.833	0.541	0.599	0.715
8.0_64.0	1.3	0.4	0.7_0.75  	38	23	131	6	6	0	0.864	0.851	0.854	0.715	0.623	0.864	0.724	0.377	0.715
8.0_64.0	1.4	0.6	0.5       	46	76	371	6	6	0	0.885	0.83	0.836	0.715	0.377	0.885	0.529	0.623	0.715
4.0_64.0	1.1	1.0	0.7_0.75  	52	21	263	14	9	5	0.788	0.926	0.9	0.714	0.712	0.788	0.748	0.288	0.714
4.0_64.0	1.4	0.8	0.7_0.75  	56	38	246	10	9	1	0.848	0.866	0.863	0.714	0.596	0.848	0.7	0.404	0.714
8.0_64.0	0.6	0.0	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.7	0.1	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.7	0.2	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.7	0.3	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.8	0.4	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.8	0.5	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.9	0.7	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	0.9	0.8	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	1.0	1.0	0.375     	26	2	245	10	7	3	0.722	0.992	0.958	0.714	0.929	0.722	0.813	0.071	0.714
8.0_64.0	1.2	0.9	0.7_0.75  	36	16	138	8	6	2	0.818	0.896	0.879	0.714	0.692	0.818	0.75	0.308	0.714
4.0_64.0	1.0	0.3	0.7_0.75  	53	26	258	13	9	4	0.803	0.908	0.889	0.711	0.671	0.803	0.731	0.329	0.711
4.0_64.0	1.0	0.5	0.7_0.75  	52	22	262	14	9	5	0.788	0.923	0.897	0.711	0.703	0.788	0.743	0.297	0.711
4.0_64.0	1.0	0.6	0.7_0.75  	52	22	262	14	9	5	0.788	0.923	0.897	0.711	0.703	0.788	0.743	0.297	0.711
4.0_64.0	1.0	0.7	0.7_0.75  	52	22	262	14	9	5	0.788	0.923	0.897	0.711	0.703	0.788	0.743	0.297	0.711
4.0_64.0	1.1	0.6	0.7_0.75  	53	26	258	13	9	4	0.803	0.908	0.889	0.711	0.671	0.803	0.731	0.329	0.711
4.0_64.0	1.1	0.8	0.7_0.75  	52	22	262	14	9	5	0.788	0.923	0.897	0.711	0.703	0.788	0.743	0.297	0.711
4.0_64.0	1.1	0.9	0.7_0.75  	52	22	262	14	9	5	0.788	0.923	0.897	0.711	0.703	0.788	0.743	0.297	0.711
8.0_64.0	1.0	0.8	0.7_0.75  	35	13	141	9	6	3	0.795	0.916	0.889	0.711	0.729	0.795	0.761	0.271	0.711
8.0_64.0	1.0	0.9	0.7_0.75  	35	13	141	9	6	3	0.795	0.916	0.889	0.711	0.729	0.795	0.761	0.271	0.711
8.0_64.0	1.0	1.0	0.7_0.75  	35	13	141	9	6	3	0.795	0.916	0.889	0.711	0.729	0.795	0.761	0.271	0.711
8.0_64.0	1.1	1.0	0.7_0.75  	35	13	141	9	6	3	0.795	0.916	0.889	0.711	0.729	0.795	0.761	0.271	0.711
8.0_64.0	0.6	0.2	0.5       	39	18	429	13	6	7	0.75	0.96	0.938	0.71	0.684	0.75	0.715	0.316	0.71
8.0_64.0	0.7	0.0	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	0.7	0.5	0.5       	39	18	429	13	6	7	0.75	0.96	0.938	0.71	0.684	0.75	0.715	0.316	0.71
8.0_64.0	0.8	0.2	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	0.8	0.3	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	0.9	0.0	0.375     	27	10	237	9	7	2	0.75	0.96	0.933	0.71	0.73	0.75	0.74	0.27	0.71
8.0_64.0	0.9	0.5	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	0.9	0.6	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	1.0	0.3	0.375     	27	10	237	9	7	2	0.75	0.96	0.933	0.71	0.73	0.75	0.74	0.27	0.71
8.0_64.0	1.0	0.4	0.375     	27	10	237	9	7	2	0.75	0.96	0.933	0.71	0.73	0.75	0.74	0.27	0.71
8.0_64.0	1.0	0.8	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	1.0	0.9	0.375     	26	3	244	10	7	3	0.722	0.988	0.954	0.71	0.897	0.722	0.8	0.103	0.71
8.0_64.0	1.1	0.8	0.375     	27	10	237	9	7	2	0.75	0.96	0.933	0.71	0.73	0.75	0.74	0.27	0.71
