ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
4.0_64.0	1.4	0.2	0.7_0.75  	72	28	227	3	0	3	0.96	0.89	0.906	0.85	0.72	0.96	0.823	0.28	0.85
4.0_64.0	1.4	0.3	0.7_0.75  	72	23	232	3	0	3	0.96	0.91	0.921	0.87	0.758	0.96	0.847	0.242	0.87
4.0_64.0	1.5	0.4	0.7_0.75  	72	31	224	3	0	3	0.96	0.878	0.897	0.838	0.699	0.96	0.809	0.301	0.838
4.0_64.0	1.3	0.0	1.0       	73	12	125	2	0	2	0.973	0.912	0.934	0.885	0.859	0.973	0.912	0.141	0.885
4.0_64.0	1.4	0.0	1.0       	73	17	120	2	0	2	0.973	0.876	0.91	0.849	0.811	0.973	0.885	0.189	0.849
4.0_64.0	1.4	0.1	1.0       	73	15	122	2	0	2	0.973	0.891	0.92	0.864	0.83	0.973	0.896	0.17	0.864
4.0_64.0	1.4	0.2	1.0       	73	11	126	2	0	2	0.973	0.92	0.939	0.893	0.869	0.973	0.918	0.131	0.893
4.0_64.0	1.5	0.0	1.0       	73	17	120	2	0	2	0.973	0.876	0.91	0.849	0.811	0.973	0.885	0.189	0.849
4.0_64.0	1.5	0.1	1.0       	73	17	120	2	0	2	0.973	0.876	0.91	0.849	0.811	0.973	0.885	0.189	0.849
4.0_64.0	1.5	0.2	1.0       	73	16	121	2	0	2	0.973	0.883	0.915	0.856	0.82	0.973	0.89	0.18	0.856
4.0_64.0	1.5	0.3	1.0       	73	14	123	2	0	2	0.973	0.898	0.925	0.871	0.839	0.973	0.901	0.161	0.871
4.0_64.0	1.5	0.4	1.0       	73	12	125	2	0	2	0.973	0.912	0.934	0.885	0.859	0.973	0.912	0.141	0.885
4.0_64.0	1.5	0.5	1.0       	73	11	126	2	0	2	0.973	0.92	0.939	0.893	0.869	0.973	0.918	0.131	0.893
